NAME,Total Pop (#),Total HH (#),Home: Owner,Home: Renter,Race: White,Race: Black/AA,Race: AI/Alaskan,Race: Asian,Race: Hawaiian/PI,Race: Other,Ethnicty: Hisp.,Ethnicity: Non-Hisp.,Edu: < 9th grade,"Edu: HS, no diploma",Edu: HS Diploma,Edu: Associate's Degree,Edu: Bachelor's Degree,Edu: Grad/Prof Degree,Median HH Income ($),Age: 18+,Age: 65+,state,county,tract
"Census Tract 8284.02, Cook County, Illinois",4025.0,1740.0,70.1,29.9,50.4,41.4,0.9,1.0,0.0,7.1,11.2,88.8,4.7,4.3,28.6,7.9,18.1,8.6,43708.0,80.4,18.5,17,031,828402
"Census Tract 8286.01, Cook County, Illinois",4132.0,1490.0,94.8,5.2,82.5,12.2,0.5,1.3,0.0,5.3,11.0,89.0,0.7,3.0,25.1,8.8,23.6,19.0,84167.0,77.8,12.9,17,031,828601
"Census Tract 8300.03, Cook County, Illinois",8563.0,2778.0,82.3,17.7,5.3,91.3,0.0,0.2,0.0,4.0,3.8,96.2,3.3,3.1,18.5,13.5,15.4,13.0,70385.0,67.7,7.7,17,031,830003
"Census Tract 8301, Cook County, Illinois",3466.0,1066.0,91.5,8.5,24.6,71.4,0.9,3.1,0.0,5.2,11.3,88.7,3.8,3.5,25.3,8.0,16.7,8.3,73088.0,73.9,9.7,17,031,830100
"Census Tract 8303, Cook County, Illinois",4269.0,2174.0,47.2,52.8,32.3,68.1,0.0,0.0,0.0,0.7,3.9,96.1,2.6,7.6,24.0,12.3,15.4,10.6,30250.0,77.3,16.9,17,031,830300
"Census Tract 6403, Cook County, Illinois",6198.0,2241.0,84.3,15.7,86.0,0.3,1.3,0.0,0.0,16.2,42.1,57.9,8.4,14.1,37.8,7.8,12.3,4.4,55952.0,74.3,14.1,17,031,640300
"Census Tract 6505, Cook County, Illinois",4401.0,1529.0,75.9,24.1,46.8,13.5,0.9,2.1,0.0,39.3,66.1,33.9,14.0,8.3,34.5,6.2,14.5,6.7,44915.0,71.8,14.4,17,031,650500
"Census Tract 6704, Cook County, Illinois",2111.0,474.0,38.8,61.2,9.8,93.1,0.0,0.0,0.0,1.8,7.3,92.7,9.2,21.3,28.4,5.8,6.9,2.3,36250.0,78.4,8.5,17,031,670400
"Census Tract 6809, Cook County, Illinois",3925.0,1634.0,16.5,83.5,1.7,97.7,1.2,0.3,0.0,0.0,1.6,98.4,5.1,22.4,24.9,10.8,5.0,0.9,16586.0,75.0,13.7,17,031,680900
"Census Tract 6811, Cook County, Illinois",3549.0,1161.0,28.9,71.1,0.7,99.3,0.0,0.0,0.0,0.0,0.7,99.3,2.2,26.4,33.0,5.6,3.4,3.1,24566.0,68.7,9.7,17,031,681100
"Census Tract 6813, Cook County, Illinois",2742.0,868.0,29.0,71.0,0.0,99.6,0.4,0.0,0.0,0.0,0.0,100.0,5.2,17.4,40.7,2.8,3.2,2.3,22424.0,75.3,14.4,17,031,681300
"Census Tract 6904, Cook County, Illinois",3530.0,1374.0,29.2,70.8,1.0,98.2,0.0,0.0,0.0,1.0,3.2,96.8,2.6,12.8,28.6,6.9,11.0,3.2,24960.0,75.3,10.6,17,031,690400
"Census Tract 202, Cook County, Illinois",6699.0,1977.0,74.0,26.0,62.6,17.5,0.6,21.5,0.0,1.0,10.4,89.6,7.9,6.2,15.1,6.7,31.2,17.8,62415.0,70.2,12.3,17,031,020200
"Census Tract 317, Cook County, Illinois",6704.0,3671.0,33.4,66.6,65.5,20.1,0.0,8.1,0.0,6.3,12.8,87.2,6.0,4.6,17.6,2.1,33.5,19.6,41645.0,89.6,6.4,17,031,031700
"Census Tract 313, Cook County, Illinois",7142.0,3670.0,30.2,69.8,48.3,29.2,0.9,23.7,2.6,0.5,9.6,90.4,6.7,9.8,16.5,7.4,22.1,20.6,32930.0,84.4,18.3,17,031,031300
"Census Tract 8147, Cook County, Illinois",5707.0,1766.0,64.9,35.1,60.9,5.2,1.6,5.0,0.0,29.8,65.8,34.2,14.5,16.2,31.9,4.4,9.4,6.4,48077.0,68.6,6.7,17,031,814700
"Census Tract 201, Cook County, Illinois",3684.0,1507.0,52.4,47.6,51.1,36.4,0.0,13.7,0.0,0.0,20.7,79.3,12.6,6.9,17.6,9.3,19.9,13.7,50080.0,77.4,17.0,17,031,020100
"Census Tract 8361, Cook County, Illinois",1621.0,626.0,18.4,81.6,0.6,99.4,0.0,0.0,0.0,0.0,3.3,96.7,1.8,22.2,36.2,4.9,9.0,8.0,29375.0,75.1,8.4,17,031,836100
"Census Tract 8362, Cook County, Illinois",1378.0,109.0,60.6,39.4,77.3,7.4,0.6,15.1,0.4,1.5,3.4,96.6,3.8,0.8,0.8,0.0,37.7,46.2,90938.0,93.0,3.3,17,031,836200
"Census Tract 8363, Cook County, Illinois",1269.0,573.0,43.8,56.2,31.0,66.0,0.0,6.6,0.0,0.0,1.5,98.5,1.0,6.9,17.8,10.0,22.4,26.9,56076.0,85.7,12.8,17,031,836300
"Census Tract 8364, Cook County, Illinois",3318.0,1527.0,32.7,67.3,4.2,92.3,0.1,1.7,0.0,1.8,6.2,93.8,8.4,8.2,15.2,7.9,18.3,14.9,23176.0,72.5,13.0,17,031,836400
"Census Tract 8365, Cook County, Illinois",1612.0,634.0,15.5,84.5,7.1,92.9,0.0,0.0,0.0,0.0,0.0,100.0,4.3,12.2,29.1,7.1,9.5,1.0,23182.0,65.4,5.3,17,031,836500
"Census Tract 8366, Cook County, Illinois",2825.0,942.0,30.0,70.0,37.4,40.5,0.1,0.0,0.0,24.0,55.5,44.5,11.0,15.5,27.9,5.3,13.5,4.8,25921.0,59.3,5.5,17,031,836600
"Census Tract 8367, Cook County, Illinois",2652.0,812.0,32.1,67.9,8.3,80.5,0.0,0.0,0.0,11.1,19.6,80.4,10.1,11.8,39.8,8.8,5.8,4.1,24554.0,66.6,7.8,17,031,836700
"Census Tract 8368, Cook County, Illinois",3284.0,957.0,19.4,80.6,3.0,97.0,0.0,0.9,0.0,0.0,0.6,99.4,0.5,10.8,50.4,1.6,10.3,3.5,14909.0,61.3,6.3,17,031,836800
"Census Tract 8369, Cook County, Illinois",1614.0,520.0,31.2,68.8,3.5,91.7,0.0,1.1,0.0,3.7,2.9,97.1,4.4,18.6,37.1,3.1,5.0,11.1,48250.0,70.9,6.5,17,031,836900
"Census Tract 8370, Cook County, Illinois",2438.0,848.0,25.7,74.3,4.0,94.5,0.0,0.2,0.0,1.4,3.9,96.1,0.3,15.3,30.2,5.1,9.0,5.0,17182.0,69.5,3.8,17,031,837000
"Census Tract 8371, Cook County, Illinois",1991.0,825.0,39.9,60.1,10.8,88.6,0.0,1.4,0.0,0.4,1.6,98.4,6.4,20.0,15.8,3.5,11.7,8.4,30032.0,69.4,14.4,17,031,837100
"Census Tract 8373, Cook County, Illinois",2119.0,565.0,35.8,64.2,4.6,93.1,0.5,1.3,0.0,1.0,3.7,96.3,9.1,19.3,26.4,7.6,11.9,4.0,25222.0,65.2,8.1,17,031,837300
"Census Tract 8374, Cook County, Illinois",2007.0,601.0,15.1,84.9,8.5,90.9,0.0,0.6,0.0,0.0,0.4,99.6,10.8,13.3,34.4,2.6,13.8,0.6,25816.0,65.6,7.0,17,031,837400
"Census Tract 8378, Cook County, Illinois",2964.0,1034.0,19.5,80.5,13.7,83.3,0.1,3.0,0.0,2.9,5.3,94.7,2.9,11.4,31.9,6.6,16.4,6.8,41279.0,74.2,3.0,17,031,837800
"Census Tract 2714, Cook County, Illinois",1299.0,480.0,24.6,75.4,3.2,95.2,0.0,0.0,0.0,1.7,1.8,98.2,4.8,10.9,36.3,3.7,6.9,1.2,29063.0,72.1,10.8,17,031,271400
"Census Tract 2801, Cook County, Illinois",5293.0,3334.0,47.2,52.8,81.7,5.6,0.3,12.0,0.0,1.2,7.4,92.6,0.6,0.0,4.2,3.2,43.3,40.3,99583.0,93.9,2.1,17,031,280100
"Census Tract 8235, Cook County, Illinois",4728.0,1555.0,60.3,39.7,83.2,14.4,0.7,0.5,0.5,3.4,49.4,50.6,8.9,9.6,34.6,6.6,10.0,5.9,47178.0,71.4,11.6,17,031,823500
"Census Tract 8215, Cook County, Illinois",2314.0,713.0,33.2,66.8,4.1,95.9,0.1,0.0,0.0,0.3,2.5,97.5,5.2,11.3,35.6,5.9,8.8,1.5,33490.0,63.3,5.8,17,031,821500
"Census Tract 8218, Cook County, Illinois",5406.0,1846.0,72.0,28.0,75.5,20.7,0.4,0.8,0.0,5.3,15.5,84.5,6.8,4.7,25.9,12.9,16.7,9.2,65635.0,74.0,12.9,17,031,821800
"Census Tract 8234, Cook County, Illinois",4881.0,1574.0,67.9,32.1,57.0,19.4,0.5,0.0,0.0,26.3,52.6,47.4,11.9,9.6,34.7,10.3,7.2,4.0,49125.0,73.6,9.5,17,031,823400
"Census Tract 3103, Cook County, Illinois",1547.0,699.0,22.2,77.8,48.3,6.1,1.9,5.1,0.5,43.2,59.0,41.0,18.2,3.2,17.1,2.9,30.8,8.5,49676.0,90.6,12.1,17,031,310300
"Census Tract 8239.01, Cook County, Illinois",3756.0,1551.0,95.2,4.8,90.9,3.1,0.0,5.2,0.0,2.9,1.4,98.6,2.0,2.2,19.5,7.1,26.4,19.6,78368.0,81.3,26.6,17,031,823901
"Census Tract 8246.01, Cook County, Illinois",4344.0,1547.0,89.4,10.6,93.1,5.9,0.0,1.6,0.0,0.9,14.9,85.1,0.8,7.2,31.6,11.2,13.7,8.7,67917.0,74.5,12.4,17,031,824601
"Census Tract 8247.02, Cook County, Illinois",5934.0,1786.0,74.5,25.5,81.1,19.9,0.6,3.3,0.0,5.9,28.0,72.0,2.3,10.9,38.6,10.5,12.8,5.3,55988.0,69.7,9.7,17,031,824702
"Census Tract 2002, Cook County, Illinois",5546.0,1614.0,38.4,61.6,25.5,0.9,0.0,0.8,0.0,73.7,90.9,9.1,20.8,12.2,37.4,7.5,6.5,1.3,44868.0,71.1,4.4,17,031,200200
"Census Tract 2214, Cook County, Illinois",3104.0,1166.0,29.2,70.8,90.4,4.6,0.3,1.6,0.0,3.4,66.3,33.7,8.6,8.5,28.8,4.2,23.0,7.9,45724.0,78.8,3.3,17,031,221400
"Census Tract 2303, Cook County, Illinois",1120.0,290.0,34.8,65.2,50.7,7.5,0.0,1.0,0.0,40.8,91.1,8.9,28.1,29.5,19.3,3.4,4.9,0.3,42500.0,67.5,4.8,17,031,230300
"Census Tract 2309, Cook County, Illinois",5188.0,1854.0,34.7,65.3,38.6,32.1,1.9,2.5,0.0,31.0,53.9,46.1,15.2,14.1,20.3,3.5,17.1,7.8,34512.0,73.5,6.4,17,031,230900
"Census Tract 2311, Cook County, Illinois",1135.0,375.0,40.0,60.0,15.8,70.2,0.0,0.0,0.0,14.8,14.9,85.1,11.4,15.3,40.7,3.0,5.9,1.2,30598.0,84.4,13.2,17,031,231100
"Census Tract 2406, Cook County, Illinois",1167.0,537.0,55.3,44.7,73.0,4.5,0.0,5.2,0.0,17.3,31.5,68.5,5.0,2.6,5.5,2.7,47.7,28.8,103009.0,79.0,5.3,17,031,240600
"Census Tract 2434, Cook County, Illinois",3052.0,1376.0,41.0,59.0,74.4,3.8,0.9,6.9,0.0,15.6,39.4,60.6,13.4,5.5,15.4,5.0,36.3,13.8,63902.0,94.5,8.0,17,031,243400
"Census Tract 2502, Cook County, Illinois",2642.0,793.0,56.6,43.4,19.1,67.3,0.0,0.9,0.0,13.2,37.9,62.1,13.9,12.8,33.6,8.3,5.0,3.4,32750.0,67.1,6.2,17,031,250200
"Census Tract 2507, Cook County, Illinois",5979.0,2062.0,28.4,71.6,1.3,96.5,0.0,0.5,0.0,1.7,3.7,96.3,2.6,22.7,37.3,7.2,4.3,2.1,29283.0,73.0,9.3,17,031,250700
"Census Tract 2513, Cook County, Illinois",4774.0,1599.0,34.0,66.0,2.4,97.2,0.1,0.0,0.0,0.7,3.9,96.1,5.1,19.6,36.8,9.2,5.8,1.9,30039.0,71.0,9.9,17,031,251300
"Census Tract 2827, Cook County, Illinois",2505.0,977.0,36.5,63.5,33.8,50.4,0.0,6.8,0.0,11.9,32.1,67.9,9.9,8.3,20.7,4.9,27.1,16.1,54602.0,78.8,2.1,17,031,282700
"Census Tract 4402.01, Cook County, Illinois",5323.0,2381.0,14.2,85.8,2.6,99.8,0.8,0.0,0.0,0.0,0.2,99.8,2.5,9.2,25.6,9.8,14.2,7.2,26596.0,71.1,14.3,17,031,440201
"Census Tract 5305.01, Cook County, Illinois",5839.0,1681.0,48.1,51.9,3.5,98.1,0.0,0.2,0.0,0.0,0.4,99.6,4.6,19.7,22.5,8.9,10.7,7.7,38327.0,66.2,8.6,17,031,530501
"Census Tract 7608.02, Cook County, Illinois",2173.0,1049.0,80.4,19.6,97.1,0.0,0.0,1.1,0.0,2.9,10.3,89.7,7.9,7.2,31.5,6.2,20.7,5.5,50288.0,92.4,27.3,17,031,760802
"Census Tract 7608.03, Cook County, Illinois",6977.0,2819.0,49.8,50.2,86.0,1.1,1.6,10.1,0.0,4.6,17.9,82.1,4.7,7.8,34.8,7.6,12.1,11.4,40722.0,78.6,11.6,17,031,760803
"Census Tract 7702.01, Cook County, Illinois",5745.0,2661.0,54.2,45.8,78.0,1.3,0.7,9.0,0.7,12.0,16.7,83.3,3.4,3.2,21.3,10.4,23.6,12.0,60650.0,79.1,19.5,17,031,770201
"Census Tract 7702.02, Cook County, Illinois",5066.0,2118.0,86.9,13.1,95.0,1.3,2.3,0.8,0.0,3.0,10.9,89.1,1.9,6.3,31.7,9.2,21.9,5.4,57137.0,80.7,22.2,17,031,770202
"Census Tract 8048.04, Cook County, Illinois",6675.0,2531.0,71.7,28.3,67.0,4.2,0.2,25.3,0.0,10.6,19.0,81.0,8.1,2.2,28.8,5.4,28.3,9.5,66089.0,76.0,9.7,17,031,804804
"Census Tract 8051.05, Cook County, Illinois",7367.0,2733.0,49.6,50.4,50.5,3.5,0.0,9.8,0.0,36.5,43.7,56.3,17.0,8.9,25.1,5.2,15.5,6.9,50634.0,74.1,6.6,17,031,805105
"Census Tract 8051.08, Cook County, Illinois",7388.0,2480.0,33.6,66.4,47.5,6.8,0.3,11.9,0.0,36.8,49.6,50.4,13.7,8.0,28.2,5.5,16.1,9.8,51667.0,77.8,5.0,17,031,805108
"Census Tract 8057.01, Cook County, Illinois",5233.0,1969.0,87.5,12.5,98.0,0.0,1.1,2.0,0.0,0.0,5.9,94.1,0.9,1.1,17.2,6.5,30.7,23.3,87418.0,72.2,17.0,17,031,805701
"Census Tract 8057.02, Cook County, Illinois",1797.0,688.0,87.9,12.1,94.1,0.1,0.6,7.1,0.0,0.1,2.0,98.0,3.5,1.4,18.9,4.7,34.2,21.7,87339.0,77.2,15.5,17,031,805702
"Census Tract 8068.01, Cook County, Illinois",3893.0,1321.0,76.9,23.1,71.2,13.3,1.5,14.4,0.0,3.3,7.7,92.3,3.5,8.1,15.5,4.1,26.3,22.0,66619.0,88.8,27.3,17,031,806801
"Census Tract 8073, Cook County, Illinois",7184.0,2893.0,61.5,38.5,55.6,9.6,1.1,34.6,0.0,1.2,5.5,94.5,4.1,2.4,22.6,5.0,30.3,15.4,51042.0,85.5,18.4,17,031,807300
"Census Tract 8080.02, Cook County, Illinois",4703.0,1565.0,72.9,27.1,62.7,4.5,4.2,27.4,0.0,1.9,2.9,97.1,5.9,3.5,16.8,3.4,30.3,20.8,75066.0,75.5,20.0,17,031,808002
"Census Tract 8089, Cook County, Illinois",3999.0,1632.0,81.1,18.9,96.9,3.3,2.7,3.6,0.0,0.0,2.8,97.2,0.1,0.2,5.3,3.4,32.0,48.4,103804.0,74.3,16.6,17,031,808900
"Census Tract 8098, Cook County, Illinois",3077.0,1046.0,50.3,49.7,80.3,8.7,0.4,10.2,0.0,3.6,10.6,89.4,3.9,4.1,13.8,3.9,26.6,36.3,83750.0,79.0,9.3,17,031,809800
"Census Tract 6121, Cook County, Illinois",1335.0,446.0,41.0,59.0,6.8,93.2,0.0,0.0,0.0,0.0,1.3,98.7,5.9,17.9,28.4,5.9,11.7,0.0,30000.0,75.6,12.7,17,031,612100
"Census Tract 6405, Cook County, Illinois",3323.0,1366.0,80.5,19.5,79.8,1.7,0.0,0.0,0.0,20.2,35.9,64.1,6.5,4.4,41.5,8.7,14.4,5.4,61600.0,81.3,16.5,17,031,640500
"Census Tract 8009, Cook County, Illinois",4674.0,1555.0,86.0,14.0,68.9,2.2,0.0,27.9,0.0,1.8,8.3,91.7,1.4,3.2,10.3,2.9,34.1,34.5,93850.0,73.4,15.5,17,031,800900
"Census Tract 6120, Cook County, Illinois",1581.0,478.0,58.4,41.6,0.4,87.3,0.0,0.0,0.0,12.3,8.7,91.3,7.0,13.7,46.7,5.4,4.8,3.7,34245.0,68.2,10.9,17,031,612000
"Census Tract 7002, Cook County, Illinois",6798.0,1763.0,86.5,13.5,41.0,17.5,2.6,1.6,0.2,40.5,64.9,35.1,23.4,11.0,27.2,5.2,11.7,2.3,58381.0,67.9,7.0,17,031,700200
"Census Tract 7115, Cook County, Illinois",2723.0,816.0,78.8,21.2,1.4,100.0,0.7,0.0,0.0,0.0,1.0,99.0,4.0,15.9,30.0,8.2,14.2,3.3,37435.0,71.0,16.7,17,031,711500
"Census Tract 7306, Cook County, Illinois",3147.0,1285.0,78.8,21.2,0.3,100.0,0.9,0.0,0.0,0.0,0.0,100.0,4.9,9.1,38.2,2.2,8.2,10.8,55511.0,84.5,28.2,17,031,730600
"Census Tract 7402, Cook County, Illinois",6472.0,2050.0,100.0,0.0,95.1,3.7,0.1,0.9,0.0,1.4,2.9,97.1,2.6,1.4,32.1,7.1,17.9,15.6,97824.0,75.3,12.9,17,031,740200
"Census Tract 7501, Cook County, Illinois",4516.0,1484.0,70.7,29.3,4.3,95.4,0.8,0.5,0.0,0.0,2.0,98.0,0.9,8.3,31.0,8.1,14.2,4.2,44868.0,74.3,18.8,17,031,750100
"Census Tract 8236.05, Cook County, Illinois",4428.0,1619.0,86.4,13.6,95.4,2.7,0.0,2.3,0.4,2.7,6.2,93.8,1.6,6.8,24.2,9.1,19.3,17.3,78160.0,82.4,21.3,17,031,823605
"Census Tract 8238.03, Cook County, Illinois",7042.0,2633.0,88.9,11.1,91.1,0.8,0.0,5.5,0.0,2.6,6.2,93.8,6.7,10.1,30.5,8.0,14.1,7.1,57768.0,85.5,21.5,17,031,823803
"Census Tract 8245.06, Cook County, Illinois",7921.0,2940.0,86.6,13.4,93.2,1.3,1.1,7.8,0.0,0.5,8.0,92.0,3.4,6.8,27.8,8.5,21.3,11.5,78859.0,76.6,17.1,17,031,824506
"Census Tract 8247.01, Cook County, Illinois",3585.0,1312.0,70.7,29.3,74.6,11.1,1.5,3.0,0.0,12.1,24.3,75.7,6.9,8.6,36.6,7.9,11.2,2.0,60256.0,76.5,9.5,17,031,824701
"Census Tract 8252, Cook County, Illinois",1881.0,611.0,88.9,11.1,86.1,5.6,3.0,4.4,0.0,2.5,27.3,72.7,5.4,4.3,39.9,13.6,7.8,5.1,58681.0,73.9,10.7,17,031,825200
"Census Tract 8258.01, Cook County, Illinois",3803.0,1520.0,43.0,57.0,9.2,90.9,0.0,0.0,0.0,1.6,2.5,97.5,5.9,12.4,29.9,6.7,9.7,6.0,34348.0,71.3,14.7,17,031,825801
"Census Tract 8277, Cook County, Illinois",2905.0,910.0,56.8,43.2,16.9,78.4,0.0,2.8,0.0,5.0,7.1,92.9,5.8,8.0,41.9,6.2,7.1,2.1,39554.0,69.4,10.1,17,031,827700
"Census Tract 8279.02, Cook County, Illinois",4504.0,1800.0,57.8,42.2,48.4,46.1,0.0,0.9,0.0,5.6,19.4,80.6,9.9,5.2,32.8,8.9,14.6,2.5,50469.0,77.0,13.6,17,031,827902
"Census Tract 8281, Cook County, Illinois",4875.0,2182.0,89.3,10.7,87.0,13.3,1.1,1.8,0.0,0.0,7.0,93.0,3.8,4.8,31.7,9.8,21.0,5.7,56719.0,78.8,16.7,17,031,828100
"Census Tract 8286.02, Cook County, Illinois",4584.0,1430.0,89.9,10.1,52.4,44.3,2.2,2.6,0.0,3.1,6.5,93.5,2.7,2.0,14.7,10.6,26.1,21.4,86987.0,72.2,14.2,17,031,828602
"Census Tract 8051.11, Cook County, Illinois",7651.0,2849.0,49.8,50.2,52.2,4.4,1.7,20.5,0.0,23.4,27.8,72.2,2.5,9.7,30.5,9.9,23.4,8.2,56233.0,76.1,9.1,17,031,805111
"Census Tract 8059.01, Cook County, Illinois",3906.0,1724.0,84.8,15.2,88.7,0.9,1.3,11.0,0.0,1.2,7.7,92.3,1.7,4.8,20.3,7.5,23.5,19.5,66912.0,84.6,23.4,17,031,805901
"Census Tract 8060.02, Cook County, Illinois",8202.0,2858.0,69.7,30.3,53.0,6.1,0.0,36.4,0.0,5.8,12.3,87.7,8.9,12.6,23.2,4.4,19.7,12.4,49231.0,76.4,9.7,17,031,806002
"Census Tract 8060.03, Cook County, Illinois",7745.0,2856.0,60.9,39.1,51.7,1.1,0.0,45.7,0.0,1.4,10.2,89.8,5.8,7.5,27.1,4.8,26.5,12.7,51080.0,80.9,13.7,17,031,806003
"Census Tract 8064, Cook County, Illinois",2273.0,780.0,91.0,9.0,92.7,0.0,0.4,3.8,0.0,3.7,18.7,81.3,4.6,3.2,34.2,9.0,16.6,7.9,75000.0,76.3,11.1,17,031,806400
"Census Tract 8065.01, Cook County, Illinois",2621.0,774.0,72.6,27.4,73.1,1.7,0.3,18.5,0.0,8.0,49.3,50.7,29.9,9.1,21.3,4.8,13.2,5.0,50198.0,73.3,9.3,17,031,806501
"Census Tract 7506, Cook County, Illinois",3817.0,1273.0,75.5,24.5,1.3,97.6,0.9,0.7,0.0,0.4,0.3,99.7,4.4,13.7,31.6,10.2,11.1,8.3,43450.0,76.9,16.6,17,031,750600
"Census Tract 3102, Cook County, Illinois",1412.0,638.0,39.2,60.8,72.7,1.8,0.0,1.6,0.0,27.5,57.9,42.1,9.9,4.6,25.0,2.3,26.0,21.5,50500.0,85.7,8.8,17,031,310200
"Census Tract 6912, Cook County, Illinois",2645.0,993.0,28.9,71.1,0.6,94.1,5.9,0.0,0.0,0.0,0.0,100.0,3.0,17.7,28.0,8.0,14.1,5.8,31875.0,75.6,12.2,17,031,691200
"Census Tract 7001, Cook County, Illinois",3206.0,938.0,75.7,24.3,12.1,66.7,0.0,0.0,0.0,21.1,23.6,76.4,8.0,14.1,41.4,3.4,5.5,5.5,56131.0,66.3,5.6,17,031,700100
"Census Tract 7106, Cook County, Illinois",1996.0,672.0,33.8,66.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,3.5,15.6,37.1,5.6,7.4,2.7,20640.0,64.4,10.9,17,031,710600
"Census Tract 7113, Cook County, Illinois",1742.0,584.0,54.6,45.4,4.4,94.7,0.0,0.0,0.0,5.3,6.4,93.6,3.5,11.6,25.4,9.5,13.2,1.4,37625.0,77.3,11.1,17,031,711300
"Census Tract 7305, Cook County, Illinois",4257.0,1560.0,75.5,24.5,3.1,96.5,0.4,0.0,0.0,0.7,0.4,99.6,4.0,8.8,28.2,7.6,11.5,10.3,41894.0,79.6,20.2,17,031,730500
"Census Tract 7707, Cook County, Illinois",2697.0,1264.0,36.9,63.1,91.2,3.6,0.0,4.2,0.0,1.3,8.9,91.1,3.5,5.9,38.7,6.6,13.5,3.5,42344.0,81.5,23.1,17,031,770700
"Census Tract 8002, Cook County, Illinois",6185.0,2226.0,93.1,6.9,94.6,2.4,0.2,3.5,0.0,0.6,2.1,97.9,0.1,0.0,3.6,2.1,30.4,54.2,170938.0,67.7,13.9,17,031,800200
"Census Tract 8003, Cook County, Illinois",3229.0,1110.0,89.1,10.9,95.7,0.5,0.0,5.0,0.0,0.4,3.3,96.7,0.0,0.4,1.3,1.3,37.9,50.4,152143.0,67.8,17.0,17,031,800300
"Census Tract 8005, Cook County, Illinois",5071.0,1554.0,90.2,9.8,96.3,0.0,0.7,3.9,0.0,0.7,4.1,95.9,0.3,0.4,6.4,1.2,40.0,48.4,206875.0,66.0,12.6,17,031,800500
"Census Tract 8011, Cook County, Illinois",4581.0,1550.0,88.0,12.0,93.4,0.9,0.0,7.4,0.0,0.3,2.6,97.4,0.0,1.1,3.4,3.2,33.8,46.9,135556.0,66.8,11.0,17,031,801100
"Census Tract 8015, Cook County, Illinois",6632.0,2359.0,76.0,24.0,86.6,3.1,0.0,12.2,0.0,0.3,2.3,97.7,4.3,4.2,11.5,4.6,29.7,24.9,75724.0,77.7,24.2,17,031,801500
"Census Tract 8016.03, Cook County, Illinois",3968.0,1448.0,40.5,59.5,52.2,11.5,0.0,33.1,0.0,3.9,6.1,93.9,0.9,3.5,23.1,2.5,34.9,16.7,57647.0,76.0,15.7,17,031,801603
"Census Tract 8016.08, Cook County, Illinois",6143.0,2570.0,83.2,16.8,84.8,0.8,0.5,15.0,0.0,0.0,2.7,97.3,2.2,1.1,13.1,4.8,34.5,29.2,115294.0,82.9,30.4,17,031,801608
"Census Tract 8019.01, Cook County, Illinois",4443.0,1928.0,79.6,20.4,84.0,2.7,0.2,10.6,0.0,4.5,16.1,83.9,2.3,3.8,19.0,4.8,28.6,24.3,76875.0,83.1,28.7,17,031,801901
"Census Tract 8024.02, Cook County, Illinois",4959.0,1950.0,63.4,36.6,84.2,1.1,0.7,9.3,0.0,5.4,30.8,69.2,6.2,6.3,22.3,5.4,26.3,12.9,39557.0,77.6,21.5,17,031,802402
"Census Tract 8030.10, Cook County, Illinois",4815.0,1900.0,89.7,10.3,90.6,0.3,0.0,9.9,0.0,0.0,7.3,92.7,2.7,1.8,22.8,4.0,31.8,21.2,90962.0,78.7,15.0,17,031,803010
"Census Tract 8037.02, Cook County, Illinois",5653.0,2321.0,75.4,24.6,87.5,1.1,0.0,12.9,0.0,1.6,5.6,94.4,5.4,1.6,16.3,3.6,38.1,21.9,88304.0,77.3,16.9,17,031,803702
"Census Tract 8041.08, Cook County, Illinois",3654.0,2021.0,9.9,90.1,52.2,10.7,0.0,35.4,0.0,3.9,10.4,89.6,0.6,2.0,3.5,5.0,35.9,35.6,57559.0,85.4,3.3,17,031,804108
"Census Tract 8041.09, Cook County, Illinois",2878.0,1162.0,79.3,20.7,85.3,4.2,1.4,6.1,0.0,6.1,7.3,92.7,2.3,3.5,15.1,8.6,28.6,17.8,86538.0,80.9,22.9,17,031,804109
"Census Tract 8043.08, Cook County, Illinois",5243.0,2399.0,86.4,13.6,70.0,4.4,0.0,24.1,0.0,3.0,9.7,90.3,0.7,3.8,22.8,6.7,33.0,14.4,76950.0,78.9,8.7,17,031,804308
"Census Tract 8043.09, Cook County, Illinois",3106.0,920.0,90.1,9.9,61.8,1.3,0.0,13.6,0.0,23.4,46.7,53.3,14.9,5.7,30.4,7.5,16.8,6.6,55174.0,71.5,7.1,17,031,804309
"Census Tract 8043.10, Cook County, Illinois",9339.0,3109.0,92.8,7.2,62.3,5.9,0.8,22.8,0.0,8.5,16.6,83.4,3.9,4.3,21.4,7.4,32.5,15.7,88443.0,72.3,8.4,17,031,804310
"Census Tract 8043.11, Cook County, Illinois",7713.0,2427.0,94.8,5.2,58.0,1.6,1.6,19.5,0.0,22.0,38.5,61.5,6.4,9.8,22.7,7.1,23.3,15.1,96055.0,74.3,9.7,17,031,804311
"Census Tract 8044.03, Cook County, Illinois",6266.0,2468.0,80.4,19.6,71.9,3.3,0.3,17.5,0.3,9.2,27.9,72.1,4.6,3.6,21.1,7.7,34.1,12.2,69375.0,76.2,10.0,17,031,804403
"Census Tract 8044.04, Cook County, Illinois",5342.0,1492.0,87.9,12.1,57.9,3.4,1.4,4.3,0.0,35.6,62.5,37.5,25.1,5.0,26.3,11.7,10.3,4.4,71912.0,70.1,6.6,17,031,804404
